Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Casa Ryda,2023-05-19 20:22:47,00:33:08,,Breaking Bad: Season 5: To'hajiilee (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:40,00:45:40,ES (Spain)
Casa Ryda,2023-05-19 20:22:35,00:00:04,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: Mute,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2023-05-19 16:03:43,00:01:04,Autoplayed: user action: None; ,Breaking Bad: Season 5: To'hajiilee (Episode 13),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:04,Not latest view,ES (Spain)
Casa Ryda,2023-05-19 15:15:23,00:46:35,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Rabid Dog (Episode 12),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:36,00:46:36,ES (Spain)
Casa Ryda,2023-05-19 14:51:08,00:20:02,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Confessions (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:44,00:46:44,ES (Spain)
Casa Ryda,2023-05-19 14:49:34,00:01:00,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:00,00:01:00,ES (Spain)
Casa Ryda,2023-05-19 09:46:36,00:00:09,Autoplayed: user action: None; ,Moment of High Emotion Clip: Faithfully Yours,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2023-05-18 17:18:52,00:26:40,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Confessions (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:26:42,Not latest view,ES (Spain)
Casa Ryda,2023-05-18 16:33:55,00:27:26,,Breaking Bad: Season 5: Buried (Episode 10),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:49,00:46:49,ES (Spain)
Casa Ryda,2023-05-18 15:48:52,00:23:01,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Buried (Episode 10),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:23:01,Not latest view,ES (Spain)
Casa Ryda,2023-05-18 15:30:15,00:18:32,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Blood Money (Episode 9),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:48,00:46:48,ES (Spain)
Casa Ryda,2023-05-17 20:25:08,00:28:31,,Breaking Bad: Season 5: Blood Money (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:47,Not latest view,ES (Spain)
Casa Ryda,2023-05-17 20:25:08,00:28:01,,Breaking Bad: Season 5: Blood Money (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:17,Not latest view,ES (Spain)
Casa Ryda,2023-05-17 20:24:50,00:00:13,Autoplayed: user action: None; ,The Crown (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,00:00:13,ES (Spain)
Casa Ryda,2023-05-17 19:48:23,00:00:01,,Breaking Bad: Season 5: Blood Money (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,ES (Spain)
Casa Ryda,2023-05-17 19:08:01,00:35:10,,Breaking Bad: Season 5: Gliding Over All (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:41,00:46:41,ES (Spain)
Casa Ryda,2023-05-17 19:07:47,00:00:04,Autoplayed: user action: None; ,Limited Series Moment of High Emotion Clip: Working: What We Do All Day,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,ES (Spain)
Casa Ryda,2023-05-17 19:07:40,00:00:06,Autoplayed: user action: None; ,Limited Series Moment of High Emotion Clip: Working: What We Do All Day,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,Not latest view,ES (Spain)
Casa Ryda,2023-05-17 18:49:41,00:12:22,,Breaking Bad: Season 5: Gliding Over All (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:12:22,Not latest view,ES (Spain)
Casa Ryda,2023-05-17 18:34:31,00:15:07,,Breaking Bad: Season 5: Say My Name (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:34,00:46:34,ES (Spain)
Casa Ryda,2023-05-17 14:14:56,00:31:31,,Breaking Bad: Season 5: Say My Name (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:31:31,Not latest view,ES (Spain)
Casa Ryda,2023-05-17 13:25:19,00:41:41,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Buyout (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:41,00:46:41,ES (Spain)
Casa Ryda,2023-05-17 13:21:39,00:00:09,Autoplayed: user action: None; ,Breaking Bad: Season 5: Buyout (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:04:59,Not latest view,ES (Spain)
Casa Ryda,2023-05-17 13:21:28,00:00:06,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: McGREGOR FOREVER,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2023-05-17 13:21:08,00:00:14,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: McGREGOR FOREVER,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:14,Not latest view,ES (Spain)
Casa Ryda,2023-05-16 20:59:56,00:04:26,,Breaking Bad: Season 5: Buyout (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:18,Not latest view,ES (Spain)
Casa Ryda,2023-05-16 20:16:22,00:43:13,,Breaking Bad: Season 5: Dead Freight (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:47:20,00:47:20,ES (Spain)
Casa Ryda,2023-05-16 20:15:39,00:00:10,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,ES (Spain)
Casa Ryda,2023-05-16 19:07:27,00:44:36,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Fifty-One (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:44:36,00:44:36,ES (Spain)
Casa Ryda,2023-05-16 19:07:17,00:00:04,Autoplayed: user action: None; ,Season 1 Informative Clip: Missing: Dead or Alive?,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2023-05-16 19:06:31,00:00:44,Autoplayed: user action: None; ,Teaser: ¡Qué viva México!,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:44,00:00:44,ES (Spain)
Casa Ryda,2023-05-16 16:46:45,00:00:01,Autoplayed: user action: None; ,Breaking Bad: Season 5: Fifty-One (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:01,Not latest view,ES (Spain)
Casa Ryda,2023-05-16 15:32:11,00:46:27,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Hazard Pay (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:32,00:46:32,ES (Spain)
Casa Ryda,2023-05-16 14:45:35,00:46:33,,Breaking Bad: Season 5: Madrigal (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:33,00:46:33,ES (Spain)
Casa Ryda,2023-05-16 14:28:06,00:17:26,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:42:18,00:42:18,ES (Spain)
Casa Ryda,2023-05-16 14:27:53,00:00:05,Autoplayed: user action: None; ,Informative Clip: Anna Nicole Smith: You Don’t Know Me,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2023-05-16 10:42:17,00:00:05,Autoplayed: user action: None; ,Workin' Moms: Season 1 - Upper Bound Clip 4,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,Not latest view,ES (Spain)
Casa Ryda,2023-05-16 10:42:02,00:00:07,Autoplayed: user action: None; ,Season 1 Trailer: The Diplomat,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2023-05-16 10:41:13,00:00:40,Autoplayed: user action: None; ,Teaser: The Mother,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:40,00:00:40,ES (Spain)
Casa Ryda,2023-05-15 20:27:11,00:24:54,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:25:03,Not latest view,ES (Spain)
Casa Ryda,2023-05-15 17:11:39,00:51:30,,Breaking Bad: Season 4: Face Off (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:55,00:48:55,ES (Spain)
Casa Ryda,2023-05-15 17:04:58,00:06:11,,Breaking Bad: Season 4: End Times (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:14,00:45:14,ES (Spain)
Casa Ryda,2023-05-15 16:06:52,00:39:02,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 4: End Times (Episode 12),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:39:03,Not latest view,ES (Spain)
Casa Ryda,2023-05-15 15:20:30,00:46:20,,Breaking Bad: Season 4: Crawl Space (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:22,00:46:22,ES (Spain)
Casa Ryda,2023-05-15 14:33:58,00:46:29,,Breaking Bad: Season 4: Salud (Episode 10),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:29,00:46:29,ES (Spain)
Casa Ryda,2023-05-15 14:33:27,00:00:07,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_01_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,Not latest view,ES (Spain)
Casa Ryda,2023-05-14 11:42:24,00:07:34,,Queer Eye: Season 7: Superfan Steph (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:07:38,00:07:38,ES (Spain)
Casa Ryda,2023-05-14 10:48:53,00:53:22,Autoplayed: user action: User_Interaction; ,Queer Eye: Season 7: Queer Eye for the Lambda Chi (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:51:45,00:51:45,ES (Spain)
Casa Ryda,2023-05-14 09:53:41,00:54:40,Autoplayed: user action: User_Interaction; ,Queer Eye: Season 7: Sowing the Seeds (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:48:39,00:48:39,ES (Spain)
Casa Ryda,2023-05-13 12:20:34,00:00:37,Autoplayed: user action: None; ,Season 1 High Context Clip: The Future Of,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:37,00:00:37,ES (Spain)
Casa Ryda,2023-05-13 12:20:13,00:00:14,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Queens,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:14,00:00:14,ES (Spain)
Casa Ryda,2023-05-13 10:53:28,00:48:33,,Queer Eye: Season 7: Ms. Mary Quite Contrary (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:48:37,00:48:37,ES (Spain)
Casa Ryda,2023-05-13 10:03:10,00:50:16,,Queer Eye: Season 7: Deli Dan Is a Dream Man (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:50:19,00:50:19,ES (Spain)
Casa Ryda,2023-05-13 09:07:23,00:55:36,Autoplayed: user action: User_Interaction; ,Queer Eye: Season 7: Jenni Seckel's Diary (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:51:54,00:51:54,ES (Spain)
Casa Ryda,2023-05-13 08:13:27,00:53:54,,Queer Eye: Season 7: Speedy for Life (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:53:54,00:53:54,ES (Spain)
Casa Ryda,2023-05-13 08:12:31,00:00:11,Autoplayed: user action: None; ,Trailer: The Mother,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:11,00:00:11,ES (Spain)
Casa Ryda,2023-05-13 08:12:03,00:00:22,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:22,Not latest view,ES (Spain)
Casa Ryda,2023-05-13 08:11:36,00:00:21,Autoplayed: user action: None; ,Season 2 Genre Specific Moment Clip: Bridgerton,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:21,00:00:21,ES (Spain)
Casa Ryda,2023-05-13 08:11:23,00:00:09,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: Black Knight,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2023-05-12 12:21:42,00:00:10,Autoplayed: user action: None; ,Kung Fu Panda 3 - CLM 9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:10,00:00:10,ES (Spain)
Casa Ryda,2023-05-12 12:21:26,00:00:09,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,Not latest view,ES (Spain)
Casa Ryda,2023-05-11 20:47:59,00:45:07,,Breaking Bad: Season 4: Bug (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:24,00:46:24,ES (Spain)
Casa Ryda,2023-05-11 20:47:59,00:44:59,,Breaking Bad: Season 4: Bug (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:17,Not latest view,ES (Spain)
Casa Ryda,2023-05-11 20:47:47,00:00:04,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2023-05-11 16:59:06,00:00:03,Autoplayed: user action: None; ,Breaking Bad: Season 4: Bug (Episode 9),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,Not latest view,ES (Spain)
Casa Ryda,2023-05-11 16:12:31,00:46:32,,Breaking Bad: Season 4: Hermanos (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:32,00:46:32,ES (Spain)
Casa Ryda,2023-05-11 15:25:57,00:46:32,,Breaking Bad: Season 4: Problem Dog (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:32,00:46:32,ES (Spain)
Casa Ryda,2023-05-11 14:55:31,00:30:21,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 4: Cornered (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:50,00:46:50,ES (Spain)
Casa Ryda,2023-05-10 20:33:16,00:17:05,,Breaking Bad: Season 4: Cornered (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:17:05,Not latest view,ES (Spain)
Casa Ryda,2023-05-10 20:32:53,00:00:15,Autoplayed: user action: None; ,The Walking Dead: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,00:00:15,ES (Spain)
Casa Ryda,2023-05-10 14:17:03,00:00:23,Autoplayed: user action: None; ,Breaking Bad: Season 4: Cornered (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:23,Not latest view,ES (Spain)
Casa Ryda,2023-05-10 13:18:48,00:51:53,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 4: Shotgun (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:31,00:46:31,ES (Spain)
Casa Ryda,2023-05-10 12:34:12,00:44:33,,Breaking Bad: Season 4: Bullet Points (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:44:33,00:44:33,ES (Spain)
Casa Ryda,2023-05-10 11:51:47,00:42:21,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 4: Open House (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:45:32,00:45:32,ES (Spain)
Casa Ryda,2023-05-10 11:51:36,00:00:06,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Missing: Dead or Alive?,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2023-05-10 08:57:25,00:00:05,Autoplayed: user action: None; ,Season 1 Relatable Clip: Queens,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2023-05-10 08:57:04,00:00:07,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,Not latest view,ES (Spain)
Casa Ryda,2023-05-09 20:55:31,00:03:23,,Breaking Bad: Season 4: Open House (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:03:36,Not latest view,ES (Spain)
Casa Ryda,2023-05-09 20:50:24,00:05:06,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:12,00:45:12,ES (Spain)
Casa Ryda,2023-05-09 20:15:22,00:00:58,Autoplayed: user action: None; ,Outlander: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,ES (Spain)
Casa Ryda,2023-05-09 19:19:14,00:39:07,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:40:06,Not latest view,ES (Spain)
Casa Ryda,2023-05-09 18:13:07,00:00:57,Autoplayed: user action: None; ,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:01,Not latest view,ES (Spain)
Casa Ryda,2023-05-09 17:26:34,00:46:32,,Breaking Bad: Season 4: Box Cutter (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:33,00:46:33,ES (Spain)
Casa Ryda,2023-05-09 17:11:08,00:15:22,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 3: Full Measure (Episode 13),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:32,00:46:32,ES (Spain)
Casa Ryda,2023-05-08 20:33:33,00:31:24,,Breaking Bad: Season 3: Full Measure (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:31:34,Not latest view,ES (Spain)
Casa Ryda,2023-05-08 15:46:38,00:45:05,,Breaking Bad: Season 3: Half Measures (Episode 12),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:45:20,00:45:20,ES (Spain)
Casa Ryda,2023-05-08 15:39:53,00:06:38,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 3: Abiquiu (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:28,00:46:28,ES (Spain)
Casa Ryda,2023-05-08 15:39:29,00:00:04,Autoplayed: user action: None; ,Limited Series Character Intro Clip: The Vatican Girl,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2023-05-08 15:39:07,00:00:05,Autoplayed: user action: None; ,Trailer: D.B. Cooper: Where Are You?!,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2023-05-08 15:38:46,00:00:12,Autoplayed: user action: None; ,Limited Series Character Intro Clip: The Vatican Girl,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:12,Not latest view,ES (Spain)
Casa Ryda,2023-05-08 15:38:19,00:00:07,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,Not latest view,ES (Spain)
Casa Ryda,2023-05-08 15:37:40,00:00:04,Autoplayed: user action: None; ,Main Character Intro Clip: Royalteen: Princess Margrethe,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2023-05-08 11:48:24,00:41:05,,Breaking Bad: Season 3: Abiquiu (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:41:08,Not latest view,ES (Spain)
Casa Ryda,2023-05-08 10:56:53,00:46:04,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 3: Fly (Episode 10),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:32,00:46:32,ES (Spain)
Casa Ryda,2023-05-07 20:09:50,00:44:08,,Breaking Bad: Season 3: Kafkaesque (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:34,00:46:34,ES (Spain)
Casa Ryda,2023-05-07 20:09:09,00:00:09,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2023-05-07 20:07:30,00:00:34,Autoplayed: user action: None; ,Snatch_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,ES (Spain)
Casa Ryda,2023-05-07 18:18:53,00:02:11,,Breaking Bad: Season 3: Kafkaesque (Episode 9),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:02:11,Not latest view,ES (Spain)
Casa Ryda,2023-05-07 17:32:21,00:46:30,,Breaking Bad: Season 3: I See You (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:30,00:46:30,ES (Spain)
Casa Ryda,2023-05-07 17:18:40,00:10:51,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 3: One Minute (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:32,00:46:32,ES (Spain)
Casa Ryda,2023-05-06 21:21:39,00:36:15,,Breaking Bad: Season 3: One Minute (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:36:20,Not latest view,ES (Spain)
Casa Ryda,2023-05-06 20:39:37,00:41:52,,Breaking Bad: Season 3: Sunset (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:31,00:46:31,ES (Spain)
Casa Ryda,2023-05-06 17:03:16,00:04:26,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 3: Sunset (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:04:39,Not latest view,ES (Spain)
Casa Ryda,2023-05-06 16:15:11,00:46:38,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 3: Mas (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:39,00:46:39,ES (Spain)
Casa Ryda,2023-05-06 12:26:22,00:45:36,,Breaking Bad: Season 3: Green Light (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:45:36,00:45:36,ES (Spain)
Casa Ryda,2023-05-06 12:24:48,00:00:11,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_04_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:12,Not latest view,ES (Spain)
Casa Ryda,2023-05-06 11:57:11,00:27:30,,Breaking Bad: Season 3: I.F.T. (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:36,00:46:36,ES (Spain)
Casa Ryda,2023-05-06 10:09:08,00:37:30,,Queen Charlotte: A Bridgerton Story: Season 1: Crown Jewels (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:23:19,01:23:19,ES (Spain)
Casa Ryda,2023-05-06 09:14:58,00:45:48,Autoplayed: user action: User_Interaction; ,Queen Charlotte: A Bridgerton Story: Season 1: Crown Jewels (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:45:55,Not latest view,ES (Spain)
Casa Ryda,2023-05-06 07:47:51,01:09:44,Autoplayed: user action: User_Interaction; ,Queen Charlotte: A Bridgerton Story: Season 1: Gardens in Bloom (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:12:57,01:12:57,ES (Spain)
Casa Ryda,2023-05-05 20:39:42,00:18:58,,Breaking Bad: Season 3: I.F.T. (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:08,Not latest view,ES (Spain)
Casa Ryda,2023-05-05 19:52:24,00:47:14,,Breaking Bad: Season 3: Caballo Sin Nombre (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:33,00:46:33,ES (Spain)
Casa Ryda,2023-05-05 17:04:27,00:00:01,,Breaking Bad: Season 3: Caballo Sin Nombre (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:01,Not latest view,ES (Spain)
Casa Ryda,2023-05-05 15:57:53,00:46:37,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 3: No Más (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:38,00:46:38,ES (Spain)
Casa Ryda,2023-05-05 15:11:08,00:46:41,,Breaking Bad: Season 2: ABQ (Episode 13),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:55,00:46:55,ES (Spain)
Casa Ryda,2023-05-05 14:52:35,00:18:30,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 2: Phoenix (Episode 12),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:42,00:46:42,ES (Spain)
Casa Ryda,2023-05-05 10:50:14,00:05:07,,Queen Charlotte: A Bridgerton Story: Season 1: Gardens in Bloom (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:05:13,Not latest view,ES (Spain)
Casa Ryda,2023-05-05 09:59:17,00:50:54,Autoplayed: user action: None; ,Queen Charlotte: A Bridgerton Story: Season 1: Holding the King (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:51:00,00:51:00,ES (Spain)
Casa Ryda,2023-05-05 09:06:20,00:52:54,,Queen Charlotte: A Bridgerton Story: Season 1: Even Days (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:53:00,00:53:00,ES (Spain)
Casa Ryda,2023-05-05 08:28:43,00:37:33,Autoplayed: user action: User_Interaction; ,Queen Charlotte: A Bridgerton Story: Season 1: Honeymoon Bliss (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:57:52,00:57:52,ES (Spain)
Casa Ryda,2023-05-05 07:19:36,00:00:17,Autoplayed: user action: None; ,Season 1 Trailer: Bridgerton,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:15,00:00:15,ES (Spain)
Casa Ryda,2023-05-04 20:01:41,00:01:15,Autoplayed: user action: None; ,Season 1 Trailer: Wild Babies,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:15,00:01:15,ES (Spain)
Casa Ryda,2023-05-04 17:06:21,00:28:12,,Breaking Bad: Season 2: Phoenix (Episode 12),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:28:12,Not latest view,ES (Spain)
Casa Ryda,2023-05-04 16:53:54,00:12:15,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 2: Mandala (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:42,00:46:42,ES (Spain)
